concept_id,concept_name,table
986148,Ketotifen 0.25 MG/ML Ophthalmic Solution,drug_exposure
986417,POLYETHYLENE GLYCOL 3350,drug_exposure
987188,Lactobacillus acidophilus 1000000000 UNT Oral Tablet,drug_exposure
987245,Lactulose,drug_exposure
987250,Lactulose 667 MG/ML Oral Solution,drug_exposure
987366,lubiprostone,drug_exposure
987368,lubiprostone 0.024 MG Oral Capsule,drug_exposure
987371,lubiprostone 0.008 MG Oral Capsule,drug_exposure
989482,Dutasteride,drug_exposure
989485,Dutasteride 0.5 MG Oral Capsule,drug_exposure
989878,Lidocaine,drug_exposure
989898,Lidocaine 25 MG/ML / Prilocaine 25 MG/ML Topical Cream,drug_exposure
990028,lanthanum carbonate,drug_exposure
990031,lanthanum carbonate 500 MG Chewable Tablet,drug_exposure
990242,Lidocaine 20 MG/ML Injectable Solution,drug_exposure
990340,Pancrelipase,drug_exposure
990678,Chlordiazepoxide,drug_exposure
991382,Amiloride,drug_exposure
991855,Saccharomyces boulardii,drug_exposure
991876,Loperamide,drug_exposure
992590,Chlorothiazide,drug_exposure
992591,Chlorothiazide 250 MG Oral Tablet,drug_exposure
992612,Chlorothiazide 500 MG Oral Tablet,drug_exposure
992956,Magnesium Hydroxide,drug_exposure
993263,Aluminum Hydroxide 40 MG/ML / Magnesium Hydroxide 40 MG/ML Oral Suspension,drug_exposure
993631,Magnesium Oxide,drug_exposure
993653,Magnesium Oxide 400 MG Oral Tablet,drug_exposure
993690,Magnesium Oxide 250 MG Oral Tablet,drug_exposure
993732,Magnesium Oxide 500 MG Oral Tablet,drug_exposure
993770,Magnesium Oxide 500 MG Oral Capsule,drug_exposure
994058,Mannitol,drug_exposure
994341,Meclizine,drug_exposure
996416,Finasteride,drug_exposure
996625,Fluorescein,drug_exposure
997276,Cimetidine,drug_exposure
997881,Clindamycin,drug_exposure
997892,Clindamycin 150 MG Oral Capsule,drug_exposure
997893,Clindamycin 10 MG/ML Topical Lotion,drug_exposure
997898,Clindamycin 100 MG Vaginal Insert,drug_exposure
997899,Clindamycin 300 MG Oral Capsule,drug_exposure
997961,Clindamycin 10 MG/ML Topical Foam,drug_exposure
997973,Clindamycin 15 MG/ML Oral Solution,drug_exposure
998014,Clindamycin 10 MG/ML Medicated Pad,drug_exposure
998395,Heavy mineral oil 1000 MG/ML Oral Solution,drug_exposure
1000560,Ondansetron,drug_exposure
1000632,Clotrimazole,drug_exposure
1000772,Granisetron,drug_exposure
1036228,Sucralfate,drug_exposure
1036232,Sucralfate 100 MG/ML Oral Suspension,drug_exposure
1036233,Sucralfate 1000 MG Oral Tablet,drug_exposure
1036884,Tetracaine,drug_exposure
1036908,Tetracaine 5 MG/ML Ophthalmic Solution,drug_exposure
1037005,dronabinol,drug_exposure
1037006,dronabinol 10 MG Oral Capsule,drug_exposure
1037007,dronabinol 2.5 MG Oral Capsule,drug_exposure
1037008,dronabinol 5 MG Oral Capsule,drug_exposure
1101554,Colchicine,drug_exposure
1101556,Colchicine 0.6 MG Oral Tablet,drug_exposure
1101898,leflunomide,drug_exposure
1102527,Meperidine,drug_exposure
1103006,desloratadine,drug_exposure
1103314,Tramadol,drug_exposure
1103351,24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet,drug_exposure
1103353,24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet,drug_exposure
1103359,Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,drug_exposure
1103640,Methadone,drug_exposure
1106776,tiotropium,drug_exposure
1107830,Loratadine,drug_exposure
1107882,Loratadine 10 MG Oral Tablet,drug_exposure
1107883,Loratadine 10 MG Disintegrating Oral Tablet,drug_exposure
1107927,Loratadine 1 MG/ML Oral Solution,drug_exposure
1107966,Loratadine 10 MG Oral Capsule,drug_exposure
1110410,Morphine,drug_exposure
1110727,Cyproheptadine,drug_exposure
1110942,omalizumab,drug_exposure
1111242,arformoterol 0.0075 MG/ML Inhalation Solution,drug_exposure
1111706,zafirlukast,drug_exposure
1111707,zafirlukast 20 MG Oral Tablet,drug_exposure
1112807,Aspirin,drug_exposure
1112892,Aspirin 325 MG Delayed Release Oral Tablet,drug_exposure
1112921,Ipratropium,drug_exposure
1113041,200 ACTUAT Ipratropium Bromide 0.017 MG/ACTUAT Metered Dose Inhaler,drug_exposure
1113073,Ipratropium Bromide 0.021 MG/ACTUAT Nasal Spray,drug_exposure
1113074,Ipratropium Bromide 0.042 MG/ACTUAT Nasal Spray,drug_exposure
1113076,Ipratropium Bromide 0.2 MG/ML Inhalation Solution,drug_exposure
1113346,Aspirin 81 MG Chewable Tablet,drug_exposure
1113614,Aspirin 81 MG Disintegrating Oral Tablet,drug_exposure
1113648,nabumetone,drug_exposure
1113672,nabumetone 500 MG Oral Tablet,drug_exposure
1113673,nabumetone 750 MG Oral Tablet,drug_exposure
1114122,Nalbuphine,drug_exposure
1114220,Naloxone,drug_exposure
1114375,anakinra,drug_exposure
1115008,Naproxen,drug_exposure
1115066,Naproxen 25 MG/ML Oral Suspension,drug_exposure
1115067,Naproxen 500 MG Delayed Release Oral Tablet,drug_exposure
1115126,Naproxen sodium 275 MG Oral Tablet,drug_exposure
1115129,Naproxen sodium 550 MG Oral Tablet,drug_exposure
1115171,Naproxen sodium 220 MG Oral Tablet,drug_exposure
1115572,Beclomethasone,drug_exposure
1116080,zolmitriptan 5 MG Disintegrating Oral Tablet,drug_exposure
1118047,oxaprozin 600 MG Oral Tablet,drug_exposure
1118084,celecoxib,drug_exposure
1118091,celecoxib 400 MG Oral Capsule,drug_exposure
1118115,celecoxib 50 MG Oral Capsule,drug_exposure
1118120,naratriptan 1 MG Oral Tablet,drug_exposure
1118121,naratriptan 2.5 MG Oral Tablet,drug_exposure
1119119,adalimumab,drug_exposure
1119154,0.4 ML adalimumab 50 MG/ML Prefilled Syringe,drug_exposure
1119510,Dextromethorphan,drug_exposure
1124300,Diclofenac,drug_exposure
1124957,Oxycodone,drug_exposure
1125315,Acetaminophen,drug_exposure
1125320,Acetaminophen 325 MG / butalbital 50 MG Oral Tablet,drug_exposure
1125357,Acetaminophen 120 MG Rectal Suppository,drug_exposure
1125358,Acetaminophen 325 MG Oral Capsule,drug_exposure
1125360,Acetaminophen 500 MG Oral Capsule,drug_exposure
1125392,Acetaminophen 650 MG Rectal Suppository,drug_exposure
1125393,Acetaminophen 650 MG Oral Tablet,drug_exposure
1125443,Dornase Alfa,drug_exposure
1126557,Dihydroergotamine,drug_exposure
1126658,Hydromorphone,drug_exposure
1126747,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule,drug_exposure
1126750,Acetaminophen 100 MG/ML Oral Solution,drug_exposure
1126872,Acetaminophen 100 MG/ML Oral Suspension,drug_exposure
1126911,Acetaminophen 65 MG/ML Oral Solution,drug_exposure
1127433,Acetaminophen 325 MG Oral Tablet,drug_exposure
1129105,Acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,drug_exposure
1129625,Diphenhydramine,drug_exposure
1130615,Naloxone 0.5 MG / Pentazocine 50 MG Oral Tablet,drug_exposure
1133201,Buprenorphine,drug_exposure
1133229,Buprenorphine 2 MG Sublingual Tablet,drug_exposure
1133230,Buprenorphine 8 MG Sublingual Tablet,drug_exposure
1133231,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet,drug_exposure
1133262,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet,drug_exposure
1134439,Caffeine,drug_exposure
1134769,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule,drug_exposure
1134770,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet,drug_exposure
1134771,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet,drug_exposure
1135766,Phenylephrine,drug_exposure
1136422,levocetirizine,drug_exposure
1136487,ropivacaine,drug_exposure
1136601,benzonatate,drug_exposure
1136682,benzonatate 100 MG Oral Capsule,drug_exposure
1136687,benzonatate 200 MG Oral Capsule,drug_exposure
1136980,Ketorolac,drug_exposure
1137460,Salsalate,drug_exposure
1137524,Salsalate 500 MG Oral Tablet,drug_exposure
1137529,salmeterol,drug_exposure
1139042,Acetylcysteine,drug_exposure
1140643,Sumatriptan,drug_exposure
1140648,Sumatriptan 5 MG/ACTUAT Nasal Spray,drug_exposure
1140650,Sumatriptan 50 MG Oral Tablet,drug_exposure
1140672,Sumatriptan 20 MG/ACTUAT Nasal Spray,drug_exposure
1140673,Sumatriptan 25 MG Oral Tablet,drug_exposure
1140706,0.5 ML Sumatriptan 12 MG/ML Prefilled Syringe,drug_exposure
1143374,Ephedrine,drug_exposure
1149196,Cetirizine,drug_exposure
1149380,fluticasone,drug_exposure
1150345,meloxicam,drug_exposure
1150347,meloxicam 15 MG Oral Tablet,drug_exposure
1150351,meloxicam 7.5 MG Oral Tablet,drug_exposure
1150871,Misoprostol,drug_exposure
1150924,Misoprostol 0.1 MG Oral Tablet,drug_exposure
1150926,Misoprostol 0.2 MG Oral Tablet,drug_exposure
1151422,Probenecid,drug_exposure
1151423,Probenecid 500 MG Oral Tablet,drug_exposure
1151424,Colchicine 0.5 MG / Probenecid 500 MG Oral Tablet,drug_exposure
1151789,Etanercept,drug_exposure
1152631,Cromolyn,drug_exposure
1152738,Cromolyn Sodium 10 MG/ML Inhalation Solution,drug_exposure
1152772,Cromolyn Sodium 20 MG/ML Oral Solution,drug_exposure
1153013,Promethazine,drug_exposure
1153428,fexofenadine,drug_exposure
1154029,Fentanyl,drug_exposure
1154030,72 HR Fentanyl 0.075 MG/HR Transdermal System,drug_exposure
1154062,72 HR Fentanyl 0.025 MG/HR Transdermal System,drug_exposure
1154063,72 HR Fentanyl 0.05 MG/HR Transdermal System,drug_exposure
1154064,72 HR Fentanyl 0.1 MG/HR Transdermal System,drug_exposure
1154077,rizatriptan,drug_exposure
1154080,rizatriptan 10 MG Disintegrating Oral Tablet,drug_exposure
1154081,rizatriptan 5 MG Disintegrating Oral Tablet,drug_exposure
1154147,Fentanyl 0.8 MG Oral Lozenge,drug_exposure
1154161,montelukast,drug_exposure
1154195,montelukast 5 MG Chewable Tablet,drug_exposure
1154197,montelukast 4 MG Chewable Tablet,drug_exposure
1154332,Pseudoephedrine,drug_exposure
1154343,Albuterol,drug_exposure
1154349,Albuterol 2 MG Oral Tablet,drug_exposure
1154350,Albuterol 4 MG Oral Tablet,drug_exposure
1154380,Albuterol 5 MG/ML Inhalation Solution,drug_exposure
1154535,Albuterol 0.417 MG/ML Inhalation Solution,drug_exposure
1154536,Albuterol 0.21 MG/ML Inhalation Solution,drug_exposure
1154617,80 ACTUAT Albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,drug_exposure
1154660,200 ACTUAT Albuterol 0.09 MG/ACTUAT / Ipratropium Bromide 0.018 MG/ACTUAT Metered Dose Inhaler,drug_exposure
1156130,Guaifenesin 1200 MG / Pseudoephedrine 120 MG Extended Release Oral Tablet,drug_exposure
1156380,Flurbiprofen 100 MG Oral Tablet,drug_exposure
1156381,Flurbiprofen 50 MG Oral Tablet,drug_exposure
1163944,Guaifenesin,drug_exposure
1163945,Guaifenesin 200 MG Oral Tablet,drug_exposure
1165632,12 HR Guaifenesin 600 MG Extended Release Oral Tablet,drug_exposure
1167322,Allopurinol,drug_exposure
1167323,Allopurinol 100 MG Oral Tablet,drug_exposure
1169352,alpha 1-Antitrypsin,drug_exposure
1174888,Hydrocodone,drug_exposure
1177480,Ibuprofen,drug_exposure
1178663,Indomethacin,drug_exposure
1178665,Indomethacin 25 MG Oral Capsule,drug_exposure
1178666,Indomethacin 50 MG Oral Capsule,drug_exposure
1185928,Ketoprofen 75 MG Oral Capsule,drug_exposure
1186053,24 HR Ketoprofen 200 MG Extended Release Oral Capsule,drug_exposure
1186087,abatacept,drug_exposure
1189459,frovatriptan 2.5 MG Oral Tablet,drug_exposure
1189698,eletriptan 20 MG Oral Tablet,drug_exposure
1189699,eletriptan 40 MG Oral Tablet,drug_exposure
1189767,Levorphanol 2 MG Oral Tablet,drug_exposure
1192218,Levalbuterol,drug_exposure
1192219,Levalbuterol 0.417 MG/ML Inhalation Solution,drug_exposure
1192221,Levalbuterol 0.21 MG/ML Inhalation Solution,drug_exposure
1192710,Chlorpheniramine,drug_exposure
1195492,Etodolac,drug_exposure
1195496,Etodolac 200 MG Oral Capsule,drug_exposure
1195497,Etodolac 300 MG Oral Capsule,drug_exposure
1195498,Etodolac 400 MG Oral Tablet,drug_exposure
1196519,flunisolide 0.08 MG/ACTUAT Inhalant Solution,drug_exposure
1196520,200 ACTUAT flunisolide 0.029 MG/ACTUAT Nasal Inhaler,drug_exposure
1201620,Codeine,drug_exposure
1236607,Sulindac,drug_exposure
1236609,Sulindac 150 MG Oral Tablet,drug_exposure
1236610,Sulindac 200 MG Oral Tablet,drug_exposure
1236744,Terbutaline,drug_exposure
1237049,Theophylline,drug_exposure
1237116,Theophylline 100 MG Extended Release Oral Tablet,drug_exposure
1237184,Theophylline 400 MG Extended Release Oral Tablet,drug_exposure
1237231,Theophylline 300 MG Extended Release Oral Tablet,drug_exposure
1237261,Theophylline 200 MG Extended Release Oral Tablet,drug_exposure
1300153,Racepinephrine,drug_exposure
1300978,Megestrol,drug_exposure
1301001,Megestrol Acetate 125 MG/ML Oral Suspension,drug_exposure
1301025,Enoxaparin,drug_exposure
1301065,Dalteparin,drug_exposure
1301125,Epoetin Alfa,drug_exposure
1301152,Melatonin,drug_exposure
1301154,Melatonin 3 MG Oral Tablet,drug_exposure
1301156,Melatonin 1 MG Oral Tablet,drug_exposure
1301157,Melatonin 3 MG Oral Capsule,drug_exposure
1301158,Melatonin 5 MG Oral Capsule,drug_exposure
1301159,Melatonin 1 MG Oral Capsule,drug_exposure
1301170,1 ML Epoetin Alfa 4000 UNT/ML Injection,drug_exposure
1301197,Melatonin 5 MG Oral Tablet,drug_exposure
1301199,Melatonin 10 MG Oral Capsule,drug_exposure
1301241,Melatonin 0.25 MG/ML Oral Solution,drug_exposure
1301267,Melphalan,drug_exposure
1303425,Tranexamic Acid,drug_exposure
1304044,fulvestrant,drug_exposure
1304048,5 ML fulvestrant 50 MG/ML Prefilled Syringe,drug_exposure
1304107,imatinib,drug_exposure
1304377,MILK THISTLE SEED 500 MG Oral Capsule,drug_exposure
1304565,Rasburicase,drug_exposure
1304643,darbepoetin alfa,drug_exposure
1304767,0.3 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe,drug_exposure
1304792,0.4 ML darbepoetin alfa 0.1 MG/ML Prefilled Syringe,drug_exposure
1304850,Filgrastim,drug_exposure
1304919,pemetrexed,drug_exposure
1305058,Methotrexate,drug_exposure
1305085,Methotrexate 5 MG Oral Tablet,drug_exposure
1305124,Methotrexate 25 MG/ML Injectable Solution,drug_exposure
1305450,Methyldopa 250 MG Oral Tablet,drug_exposure
1305637,Methylergonovine,drug_exposure
1306839,Ubiquinone 200 MG Oral Capsule,drug_exposure
1307046,Metoprolol,drug_exposure
1307310,Cinnamon Preparation,drug_exposure
1307542,Mexiletine,drug_exposure
1307863,Verapamil,drug_exposure
1308216,Lisinopril,drug_exposure
1308221,Lisinopril 40 MG Oral Tablet,drug_exposure
1308250,Lisinopril 2.5 MG Oral Tablet,drug_exposure
1308251,Lisinopril 5 MG Oral Tablet,drug_exposure
1308290,Vincristine,drug_exposure
1308368,Midodrine,drug_exposure
1308432,sargramostim,drug_exposure
1308738,Vitamin B 12,drug_exposure
1308762,Vitamin B 12 2.5 MG Sublingual Tablet,drug_exposure
1308796,Vitamin B 12 1 MG Extended Release Oral Tablet,drug_exposure
1308799,Vitamin B 12 1 MG Sublingual Tablet,drug_exposure
1308837,Vitamin B 12 1 MG Oral Capsule,drug_exposure
1308842,valsartan,drug_exposure
1308851,valsartan 80 MG Oral Tablet,drug_exposure
1308874,valsartan 40 MG Oral Tablet,drug_exposure
1308972,Vitamin B 12 0.5 MG Oral Tablet,drug_exposure
1309068,Minoxidil,drug_exposure
1309069,Minoxidil 10 MG Oral Tablet,drug_exposure
1309070,Minoxidil 2.5 MG Oral Tablet,drug_exposure
1309098,Minoxidil 20 MG/ML Topical Solution,drug_exposure
1309099,Minoxidil 50 MG/ML Topical Solution,drug_exposure
1309126,Minoxidil 50 MG/ML Topical Foam,drug_exposure
1309161,Mitotane,drug_exposure
1309188,Mitoxantrone,drug_exposure
1309204,Adenosine,drug_exposure
1309363,Vitamin B 12 0.5 MG Sublingual Tablet,drug_exposure
1309770,Aldesleukin,drug_exposure
1309799,eplerenone,drug_exposure
1309800,eplerenone 25 MG Oral Tablet,drug_exposure
1309801,eplerenone 50 MG Oral Tablet,drug_exposure
1309944,Amiodarone,drug_exposure
1309992,Amiodarone hydrochloride 200 MG Oral Tablet,drug_exposure
1310001,Amiodarone hydrochloride 400 MG Oral Tablet,drug_exposure
1310037,Amiodarone hydrochloride 100 MG Oral Tablet,drug_exposure
1310149,Warfarin,drug_exposure
1310317,Cyclophosphamide,drug_exposure
1310353,Lutein,drug_exposure
1311078,Cytarabine,drug_exposure
1311277,vardenafil 5 MG Oral Tablet,drug_exposure
1311278,vardenafil 10 MG Oral Tablet,drug_exposure
1311409,Dacarbazine,drug_exposure
1311443,Dactinomycin,drug_exposure
1311799,Daunorubicin,drug_exposure
1312009,prasterone 25 MG Oral Tablet,drug_exposure
1312706,alemtuzumab,drug_exposure
1312743,Olmesartan medoxomil 5 MG Oral Tablet,drug_exposure
1313200,Nadolol,drug_exposure
1314002,Atenolol,drug_exposure
1314006,Atenolol 100 MG Oral Tablet,drug_exposure
1314008,Atenolol 50 MG Oral Tablet,drug_exposure
1314009,Atenolol 100 MG / Chlorthalidone 25 MG Oral Tablet,drug_exposure
1314273,rituximab,drug_exposure
1314275,rituximab 10 MG/ML Injectable Solution,drug_exposure
1314577,nebivolol,drug_exposure
1314581,nebivolol 10 MG Oral Tablet,drug_exposure
1314614,nebivolol 2.5 MG Oral Tablet,drug_exposure
1314865,Azacitidine,drug_exposure
1314924,gemcitabine,drug_exposure
1315027,Cranberry preparation,drug_exposure
1315031,Cranberry preparation 450 MG Oral Capsule,drug_exposure
1315054,Cranberry preparation 1000 MG Oral Capsule,drug_exposure
1315056,Cranberry preparation 250 MG Oral Capsule,drug_exposure
1315057,Cranberry preparation 450 MG Oral Tablet,drug_exposure
1315342,Flaxseed extract,drug_exposure
1315411,cetuximab,drug_exposure
1315865,fondaparinux,drug_exposure
1315942,docetaxel,drug_exposure
1315946,letrozole,drug_exposure
1316262,sildenafil,drug_exposure
1316268,sildenafil 25 MG Oral Tablet,drug_exposure
1316269,sildenafil 100 MG Oral Tablet,drug_exposure
1317640,telmisartan,drug_exposure
1317675,telmisartan 20 MG Oral Tablet,drug_exposure
1318011,oxaliplatin,drug_exposure
1318137,Nicardipine,drug_exposure
1318853,Nifedipine,drug_exposure
1319133,Nimodipine,drug_exposure
1321636,bosentan,drug_exposure
1322184,clopidogrel,drug_exposure
1322199,eptifibatide,drug_exposure
1325363,erlotinib,drug_exposure
1325608,pegfilgrastim,drug_exposure
1326115,Oxytocin,drug_exposure
1326303,Digoxin,drug_exposure
1326349,Digoxin 0.0625 MG Oral Tablet,drug_exposure
1326481,pegaspargase,drug_exposure
1326901,Papaverine,drug_exposure
1327256,Treprostinil,drug_exposure
1328165,Diltiazem,drug_exposure
1328689,Diltiazem Hydrochloride 30 MG Oral Tablet,drug_exposure
1329241,Bleomycin,drug_exposure
1331240,quinapril 10 MG Oral Tablet,drug_exposure
1331241,quinapril 20 MG Oral Tablet,drug_exposure
1331247,Pentoxifylline,drug_exposure
1331270,Dipyridamole,drug_exposure
1331312,Dipyridamole 50 MG Oral Tablet,drug_exposure
1332418,Amlodipine,drug_exposure
1332419,Amlodipine 5 MG Oral Tablet,drug_exposure
1332494,Amlodipine 10 MG / atorvastatin 20 MG Oral Tablet,drug_exposure
1332495,Amlodipine 2.5 MG / atorvastatin 10 MG Oral Tablet,drug_exposure
1332525,Amlodipine 10 MG / valsartan 160 MG Oral Tablet,drug_exposure
1332528,Amlodipine 5 MG / valsartan 320 MG Oral Tablet,drug_exposure
1333357,Busulfan,drug_exposure
1333379,arsenic trioxide,drug_exposure
1333635,C1 esterase inhibitor (human),drug_exposure
1334456,Ramipril,drug_exposure
1334459,Ramipril 2.5 MG Oral Capsule,drug_exposure
1334460,Ramipril 5 MG Oral Capsule,drug_exposure
1334492,Ramipril 5 MG Oral Tablet,drug_exposure
1334494,Ramipril 10 MG Oral Capsule,drug_exposure
1334535,Ramipril 1.25 MG Oral Capsule,drug_exposure
1335301,Phenoxybenzamine,drug_exposure
1335471,benazepril,drug_exposure
1335539,Phentolamine,drug_exposure
1335606,Disopyramide,drug_exposure
1335712,12 HR Disopyramide 100 MG Extended Release Oral Capsule,drug_exposure
1335713,12 HR Disopyramide 150 MG Extended Release Oral Capsule,drug_exposure
1336539,sunitinib,drug_exposure
1336825,bortezomib,drug_exposure
1336926,tadalafil,drug_exposure
1336975,tadalafil 10 MG Oral Tablet,drug_exposure
1337068,ambrisentan,drug_exposure
1337070,ambrisentan 10 MG Oral Tablet,drug_exposure
1337103,ambrisentan 5 MG Oral Tablet,drug_exposure
1337107,ranolazine,drug_exposure
1337111,12 HR ranolazine 500 MG Extended Release Oral Tablet,drug_exposure
1337145,12 HR ranolazine 1000 MG Extended Release Oral Tablet,drug_exposure
1337620,capecitabine,drug_exposure
1338005,Bisoprolol,drug_exposure
1338512,Doxorubicin,drug_exposure
1340128,Captopril,drug_exposure
1340161,Captopril 25 MG Oral Tablet,drug_exposure
1341149,temozolomide,drug_exposure
1341176,temozolomide 5 MG Oral Capsule,drug_exposure
1341238,Terazosin,drug_exposure
1341268,Terazosin 1 MG Oral Capsule,drug_exposure
1341270,Terazosin 2 MG Oral Capsule,drug_exposure
1341302,Terazosin 5 MG Oral Capsule,drug_exposure
1341927,Enalapril,drug_exposure
1342473,trandolapril 1 MG Oral Tablet,drug_exposure
1343346,vinorelbine,drug_exposure
1343916,Epinephrine,drug_exposure
1344143,"Albumin Human, USP",drug_exposure
1344242,NDA019430 0.3 ML Epinephrine 0.5 MG/ML Auto-Injector,drug_exposure
1344243,0.3 ML Epinephrine 1 MG/ML Auto-Injector,drug_exposure
1344354,Epirubicin,drug_exposure
1344381,bicalutamide,drug_exposure
1344403,bicalutamide 50 MG Oral Tablet,drug_exposure
1344905,Carboplatin,drug_exposure
1344965,Guanfacine,drug_exposure
1344966,Guanfacine 1 MG Oral Tablet,drug_exposure
1344967,Guanfacine 2 MG Oral Tablet,drug_exposure
1345858,Pindolol,drug_exposure
1346823,carvedilol,drug_exposure
1346990,carvedilol 3.125 MG Oral Tablet,drug_exposure
1347384,irbesartan,drug_exposure
1347450,alteplase,drug_exposure
1348265,anastrozole,drug_exposure
1350040,Amifostine,drug_exposure
1350066,Carmustine,drug_exposure
1350310,cilostazol,drug_exposure
1350311,cilostazol 100 MG Oral Tablet,drug_exposure
1350332,cilostazol 50 MG Oral Tablet,drug_exposure
1350489,Prazosin,drug_exposure
1350490,Prazosin 5 MG Oral Capsule,drug_exposure
1350504,Etoposide,drug_exposure
1350506,Etoposide 50 MG Oral Capsule,drug_exposure
1350521,Prazosin 1 MG Oral Capsule,drug_exposure
1350552,Prazosin 2 MG Oral Capsule,drug_exposure
1351115,coenzyme Q10,drug_exposure
1351120,coenzyme Q10 30 MG Oral Capsule,drug_exposure
1351153,coenzyme Q10 100 MG Oral Capsule,drug_exposure
1351461,Procainamide,drug_exposure
1351541,Leuprolide,drug_exposure
1351557,candesartan,drug_exposure
1351558,candesartan cilexetil 4 MG Oral Tablet,drug_exposure
1351559,candesartan cilexetil 8 MG Oral Tablet,drug_exposure
1351583,candesartan cilexetil 16 MG Oral Tablet,drug_exposure
1351587,candesartan cilexetil 32 MG Oral Tablet,drug_exposure
1351622,Leuprolide Acetate 5 MG/ML Injectable Solution,drug_exposure
1351624,Leuprolide Acetate 3.75 MG/ML Injectable Suspension,drug_exposure
1351626,Leuprolide Acetate 20 MG/ML Injectable Suspension,drug_exposure
1351627,Leuprolide Acetate 5 MG/ML Injectable Suspension,drug_exposure
1351779,Procarbazine,drug_exposure
1351781,Procarbazine 50 MG Oral Capsule,drug_exposure
1352141,Factor VIIa,drug_exposure
1352213,Factor VIII,drug_exposure
1353011,Dexrazoxane,drug_exposure
1353231,Vitamin B6 100 MG Oral Tablet,drug_exposure
1353256,Propafenone,drug_exposure
1353265,Vitamin B6 25 MG Oral Tablet,drug_exposure
1353578,Vitamin B6 50 MG Oral Tablet,drug_exposure
1353766,Propranolol,drug_exposure
1353776,Felodipine,drug_exposure
1354118,Epoprostenol,drug_exposure
1354698,Mesna,drug_exposure
1354699,Mesna 400 MG Oral Tablet,drug_exposure
1354860,Flecainide,drug_exposure
1355509,Floxuridine,drug_exposure
1356009,ravulizumab,drug_exposure
1356461,Flutamide,drug_exposure
1358436,dasatinib,drug_exposure
1360332,Glucosamine,drug_exposure
1360421,Quinidine,drug_exposure
1360436,Glucosamine hydrochloride 1500 MG Oral Tablet,drug_exposure
1361614,Fedratinib,drug_exposure
1361711,Nitroglycerin,drug_exposure
1361859,Nitroglycerin 0.02 MG/MG Topical Ointment,drug_exposure
1362360,24 HR Nitroglycerin 0.2 MG/HR Transdermal System,drug_exposure
1362392,24 HR Nitroglycerin 0.4 MG/HR Transdermal System,drug_exposure
1362979,dofetilide,drug_exposure
1363053,Doxazosin,drug_exposure
1363057,Doxazosin 1 MG Oral Tablet,drug_exposure
1363058,Doxazosin 2 MG Oral Tablet,drug_exposure
1363059,Doxazosin 4 MG Oral Tablet,drug_exposure
1363060,Doxazosin 8 MG Oral Tablet,drug_exposure
1363091,24 HR Doxazosin 8 MG Extended Release Oral Tablet,drug_exposure
1363387,sorafenib,drug_exposure
1363749,Fosinopril,drug_exposure
1366310,Goserelin,drug_exposure
1367268,irinotecan,drug_exposure
1367500,Losartan,drug_exposure
1368671,Milrinone,drug_exposure
1369939,6-Aminocaproic Acid,drug_exposure
1370109,Sotalol,drug_exposure
1373928,Hydralazine,drug_exposure
1377023,Hydroxocobalamin,drug_exposure
1377141,hydroxyurea,drug_exposure
1377163,hydroxyurea 500 MG Oral Capsule,drug_exposure
1378382,Paclitaxel,drug_exposure
1378509,Topotecan,drug_exposure
1379556,Inositol Niacinate 500 MG Oral Capsule,drug_exposure
1380068,Interferon Alfa-2b,drug_exposure
1381253,anagrelide,drug_exposure
1381504,Alprostadil,drug_exposure
1381564,1 ML Alprostadil 0.5 MG/ML Injection,drug_exposure
1381566,Alprostadil 0.02 MG Injection,drug_exposure
1381624,0.5 ML Alprostadil 0.04 MG/ML Prefilled Syringe,drug_exposure
1381661,Iron-Dextran Complex,drug_exposure
1383849,Isosorbide Mononitrate 10 MG Oral Tablet,drug_exposure
1383850,24 HR Isosorbide Mononitrate 120 MG Extended Release Oral Tablet,drug_exposure
1383851,Isosorbide Mononitrate 20 MG Oral Tablet,drug_exposure
1383869,24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet,drug_exposure
1383925,Isosorbide Dinitrate,drug_exposure
1383930,Isosorbide Dinitrate 30 MG Oral Tablet,drug_exposure
1386957,Labetalol,drug_exposure
1387104,trastuzumab,drug_exposure
1387452,Folic Acid 0.8 MG Oral Tablet,drug_exposure
1387513,Folic Acid 0.8 MG Oral Capsule,drug_exposure
1387632,Ascorbic Acid 60 MG / Ferrous fumarate 460 MG / Folic Acid 1 MG / Vitamin B 12 0.01 MG Oral Capsule,drug_exposure
1388796,Leucovorin,drug_exposure
1388799,Leucovorin 25 MG Oral Tablet,drug_exposure
1388800,Leucovorin 5 MG Oral Tablet,drug_exposure
1389036,Mitomycin,drug_exposure
